20260223-8f3254f7,20260222-43087b1b,22102,86,313.63,0.0800,50.7173,1.00,0.000075,SnakeCollision,4,61,256.2668,1338.5090,31.6007,2635.8535,0.000,0.012,0.140,0.616,0.233,0.000,8
20260223-8f3254f7,20260222-43087b1b,22103,168,1220.32,0.0800,78.1658,1.00,0.000075,SnakeCollision,4,92,221.6228,855.8396,32.0609,1321.7673,0.012,0.042,0.155,0.667,0.119,0.006,8
20260223-8f3254f7,20260222-43087b1b,22104,186,2497.69,0.0800,262.2973,1.00,0.000075,SnakeCollision,4,155,263.8602,1567.0853,39.8702,20236.7930,0.000,0.022,0.161,0.785,0.032,0.000,8
20260223-8f3254f7,20260222-43087b1b,22105,187,2100.43,0.0800,544.4565,1.00,0.000075,SnakeCollision,4,123,266.1574,2028.9015,49.9863,10464.1484,0.005,0.075,0.107,0.663,0.144,0.005,8
20260223-8f3254f7,20260222-43087b1b,22106,187,336.33,0.0800,544.4565,1.00,0.000075,SnakeCollision,4,30,266.1574,2028.9015,49.9863,10464.1484,0.016,0.021,0.235,0.615,0.102,0.011,8
20260223-8f3254f7,20260222-43087b1b,22107,273,2240.74,0.0800,467.1315,1.00,0.000075,SnakeCollision,4,200,260.2610,1239.0724,42.9301,13818.7383,0.011,0.051,0.158,0.615,0.158,0.007,8
20260223-8f3254f7,20260222-43087b1b,22108,188,551.04,0.0800,467.1315,1.00,0.000075,SnakeCollision,4,105,260.2610,1239.0724,42.9301,13818.7383,0.016,0.064,0.165,0.649,0.096,0.011,8
20260223-8f3254f7,20260222-43087b1b,22109,3,-52.12,0.0800,742.3883,1.00,0.000075,SnakeCollision,4,0,251.0559,1293.7451,62.3741,9609.8242,0.000,0.000,0.000,0.667,0.333,0.000,8
20260223-8f3254f7,20260222-43087b1b,22110,2,-50.93,0.0800,742.3883,1.00,0.000075,SnakeCollision,4,0,251.0559,1293.7451,62.3741,9609.8242,0.000,0.000,0.500,0.500,0.000,0.000,8
20260223-8f3254f7,20260222-43087b1b,22111,190,1457.70,0.0800,94.7973,1.00,0.000075,SnakeCollision,4,92,230.8058,1823.2827,34.2071,5993.8149,0.005,0.032,0.221,0.684,0.053,0.005,8
20260223-8f3254f7,20260222-43087b1b,22112,3,-47.10,0.0800,94.7973,1.00,0.000075,SnakeCollision,4,0,230.8058,1823.2827,34.2071,5993.8149,0.000,0.000,0.000,1.000,0.000,0.000,8
20260223-8f3254f7,20260222-43087b1b,22113,191,585.33,0.0800,94.7973,1.00,0.000075,SnakeCollision,4,75,230.8058,1823.2827,34.2071,5993.8149,0.005,0.079,0.131,0.639,0.141,0.005,8
20260223-8f3254f7,20260222-43087b1b,22114,74,418.61,0.0800,76.8435,1.00,0.000075,SnakeCollision,4,61,244.3748,1277.0992,20.5017,4843.2715,0.041,0.041,0.122,0.716,0.081,0.000,7
20260223-8f3254f7,20260222-43087b1b,22115,76,330.23,0.0800,78.7629,1.00,0.000075,SnakeCollision,4,105,259.7812,1436.1068,27.0958,4428.8398,0.013,0.053,0.211,0.645,0.066,0.013,7
20260223-8f3254f7,20260222-43087b1b,22116,75,162.77,0.0800,215.1214,1.00,0.000075,SnakeCollision,4,30,242.9046,1535.6580,36.5929,16557.3633,0.013,0.013,0.187,0.480,0.307,0.000,7
20260223-8f3254f7,20260222-43087b1b,22117,76,182.88,0.0800,236.7748,1.00,0.000075,SnakeCollision,4,45,270.5997,1931.5197,42.5838,4900.7095,0.000,0.026,0.224,0.632,0.118,0.000,7
20260223-8f3254f7,20260222-43087b1b,22118,78,471.49,0.0800,236.7748,1.00,0.000075,SnakeCollision,4,61,270.5997,1931.5197,42.5838,4900.7095,0.000,0.038,0.128,0.718,0.115,0.000,7
20260223-8f3254f7,20260222-43087b1b,22119,2,-48.61,0.0800,236.7748,1.00,0.000075,SnakeCollision,4,0,270.5997,1931.5197,42.5838,4900.7095,0.000,0.000,0.000,1.000,0.000,0.000,7
20260223-8f3254f7,20260222-43087b1b,22120,84,190.97,0.0800,153.1384,1.00,0.000075,SnakeCollision,4,75,245.7434,2167.6392,28.0779,10779.7197,0.012,0.060,0.190,0.619,0.107,0.012,7
20260223-8f3254f7,20260222-43087b1b,22121,88,796.04,0.0800,188.5948,1.00,0.000075,SnakeCollision,4,92,229.5294,1485.7145,32.8540,18879.1230,0.011,0.023,0.227,0.670,0.068,0.000,8
20260223-8f3254f7,20260222-43087b1b,22122,86,248.40,0.0800,188.5948,1.00,0.000075,SnakeCollision,4,30,229.5294,1485.7145,32.8540,18879.1230,0.012,0.012,0.093,0.860,0.023,0.000,8
20260223-8f3254f7,20260222-43087b1b,22123,85,292.40,0.0800,188.5948,1.00,0.000075,SnakeCollision,4,45,229.5294,1485.7145,32.8540,18879.1230,0.012,0.012,0.106,0.800,0.071,0.000,8
20260223-8f3254f7,20260222-43087b1b,22124,85,232.17,0.0800,188.5948,1.00,0.000075,SnakeCollision,4,30,229.5294,1485.7145,32.8540,18879.1230,0.012,0.012,0.094,0.776,0.094,0.012,8
20260223-8f3254f7,20260222-43087b1b,22125,162,435.50,0.0800,188.5948,1.00,0.000075,SnakeCollision,4,45,229.5294,1485.7145,32.8540,18879.1230,0.000,0.074,0.198,0.617,0.105,0.006,8
20260223-8f3254f7,20260222-43087b1b,22126,66,433.31,0.0800,20.4088,1.00,0.000075,SnakeCollision,4,61,221.4711,1416.4412,28.7742,869.9244,0.015,0.045,0.106,0.697,0.136,0.000,8
20260223-8f3254f7,20260222-43087b1b,22127,95,208.56,0.0800,52.9453,1.00,0.000075,SnakeCollision,4,15,243.3765,1458.5852,26.8078,1723.7469,0.011,0.105,0.347,0.358,0.168,0.011,8
20260223-8f3254f7,20260222-43087b1b,22128,96,316.28,0.0800,171.6977,1.00,0.000075,SnakeCollision,4,30,239.5928,1574.0769,44.8036,2624.9778,0.010,0.031,0.167,0.698,0.094,0.000,8
20260223-8f3254f7,20260222-43087b1b,22129,96,113.92,0.0800,171.6977,1.00,0.000075,SnakeCollision,4,15,239.5928,1574.0769,44.8036,2624.9778,0.000,0.031,0.333,0.448,0.177,0.010,8
20260223-8f3254f7,20260222-43087b1b,22130,96,354.76,0.0800,171.6977,1.00,0.000075,SnakeCollision,4,45,239.5928,1574.0769,44.8036,2624.9778,0.010,0.083,0.188,0.594,0.125,0.000,8
20260223-8f3254f7,20260222-43087b1b,22131,97,352.49,0.0800,237.1573,1.00,0.000075,SnakeCollision,4,61,219.0518,1222.9182,53.1645,4193.4214,0.021,0.031,0.247,0.619,0.082,0.000,8
20260223-8f3254f7,20260222-43087b1b,22132,102,778.56,0.0800,137.1485,1.00,0.000075,SnakeCollision,4,107,227.6351,1408.9702,33.6799,2635.5764,0.010,0.049,0.225,0.559,0.157,0.000,8
20260223-8f3254f7,20260222-43087b1b,22133,6,-16.89,0.0800,50.0203,1.00,0.000075,SnakeCollision,4,15,214.1556,1451.8961,25.6192,2988.0654,0.000,0.000,0.167,0.667,0.167,0.000,8
20260223-8f3254f7,20260222-43087b1b,22134,7,-44.90,0.0800,75.5208,1.00,0.000075,SnakeCollision,4,0,258.2458,2240.5659,25.4821,3965.6179,0.000,0.000,0.143,0.857,0.000,0.000,8
20260223-8f3254f7,20260222-43087b1b,22135,15,5.16,0.0800,73.1864,1.00,0.000075,SnakeCollision,4,15,259.8931,1555.1677,25.8953,1921.5509,0.000,0.000,0.067,0.600,0.333,0.000,8
20260223-8f3254f7,20260222-43087b1b,22136,53,371.71,0.0800,134.8806,1.00,0.000075,SnakeCollision,4,92,219.9834,1032.7664,41.0144,3740.7422,0.000,0.019,0.245,0.604,0.132,0.000,7
20260223-8f3254f7,20260222-43087b1b,22137,23,-18.96,0.0800,134.8806,1.00,0.000075,SnakeCollision,4,15,219.9834,1032.7664,41.0144,3740.7422,0.043,0.000,0.304,0.478,0.130,0.043,7
20260223-8f3254f7,20260222-43087b1b,22138,22,48.51,0.0800,207.8954,1.00,0.000075,SnakeCollision,4,30,249.5963,1592.4692,32.2006,2245.9810,0.000,0.000,0.227,0.636,0.136,0.000,7
20260223-8f3254f7,20260222-43087b1b,22139,470,7055.85,0.0800,101.1693,1.00,0.000075,SnakeCollision,4,368,230.4118,1602.2053,36.2342,3909.9663,0.013,0.040,0.291,0.557,0.087,0.011,7
20260223-8f3254f7,20260222-43087b1b,22140,24,-20.04,0.0800,101.1693,1.00,0.000075,SnakeCollision,4,0,230.4118,1602.2053,36.2342,3909.9663,0.000,0.083,0.125,0.583,0.208,0.000,7
20260223-8f3254f7,20260222-43087b1b,22141,18,39.40,0.0800,73.5210,1.00,0.000075,SnakeCollision,4,45,256.7716,1432.1143,34.9295,3471.4937,0.000,0.056,0.333,0.389,0.222,0.000,7
20260223-8f3254f7,20260222-43087b1b,22142,4,-48.93,0.0800,73.5210,1.00,0.000075,SnakeCollision,4,0,256.7716,1432.1143,34.9295,3471.4937,0.000,0.000,0.500,0.500,0.000,0.000,7
20260223-8f3254f7,20260222-43087b1b,22143,3,-32.38,0.0800,17.0097,1.00,0.000075,SnakeCollision,4,15,228.9905,946.4515,32.6318,1206.3156,0.000,0.000,0.000,0.667,0.333,0.000,6
20260223-8f3254f7,20260222-43087b1b,22144,4,-45.35,0.0800,17.0097,1.00,0.000075,SnakeCollision,4,0,228.9905,946.4515,32.6318,1206.3156,0.000,0.000,0.000,0.250,0.750,0.000,6
20260223-8f3254f7,20260222-43087b1b,22145,138,525.66,0.0800,186.2798,1.00,0.000075,SnakeCollision,4,45,223.0382,1545.7104,36.2875,3853.9736,0.007,0.022,0.145,0.674,0.138,0.014,7
20260223-8f3254f7,20260222-43087b1b,22146,140,648.94,0.0800,186.2798,1.00,0.000075,SnakeCollision,4,105,223.0382,1545.7104,36.2875,3853.9736,0.021,0.036,0.121,0.750,0.064,0.007,7
20260223-8f3254f7,20260222-43087b1b,22147,137,1027.30,0.0800,186.2798,1.00,0.000075,SnakeCollision,4,92,223.0382,1545.7104,36.2875,3853.9736,0.000,0.022,0.168,0.708,0.102,0.000,7
20260223-8f3254f7,20260222-43087b1b,22148,136,436.76,0.0800,186.2798,1.00,0.000075,SnakeCollision,4,30,223.0382,1545.7104,36.2875,3853.9736,0.022,0.066,0.169,0.676,0.066,0.000,7
20260223-8f3254f7,20260222-43087b1b,22149,79,300.11,0.0800,257.6282,1.00,0.000075,SnakeCollision,4,60,229.7688,1440.1194,35.6526,15021.2861,0.000,0.051,0.215,0.671,0.051,0.013,8
20260223-8f3254f7,20260222-43087b1b,22150,217,1180.93,0.0800,257.6282,1.00,0.000075,SnakeCollision,4,122,229.7688,1440.1194,35.6526,15021.2861,0.009,0.037,0.207,0.604,0.111,0.032,8
20260223-8f3254f7,20260222-43087b1b,22151,215,1985.67,0.0800,257.6282,1.00,0.000075,SnakeCollision,4,139,229.7688,1440.1194,35.6526,15021.2861,0.009,0.037,0.098,0.823,0.033,0.000,8
20260223-8f3254f7,20260222-43087b1b,22152,79,30.33,0.0800,257.6282,1.00,0.000075,SnakeCollision,4,15,229.7688,1440.1194,35.6526,15021.2861,0.000,0.051,0.329,0.278,0.316,0.025,8
20260223-8f3254f7,20260222-43087b1b,22153,82,236.81,0.0800,892.2225,1.00,0.000075,SnakeCollision,4,61,228.7668,1241.7114,60.5435,4706.2227,0.012,0.012,0.098,0.793,0.073,0.012,8
20260223-8f3254f7,20260222-43087b1b,22154,4,-49.14,0.0800,106.2361,1.00,0.000075,SnakeCollision,4,0,228.3721,1286.2687,34.9039,6919.0542,0.000,0.000,0.000,1.000,0.000,0.000,8
20260223-8f3254f7,20260222-43087b1b,22155,6,7.05,0.0800,337.4034,1.00,0.000075,SnakeCollision,4,30,220.1986,1118.3123,39.9400,18308.6270,0.000,0.167,0.167,0.333,0.333,0.000,8
20260223-8f3254f7,20260222-43087b1b,22156,218,2822.84,0.0800,113.1621,1.00,0.000075,SnakeCollision,4,236,223.1393,1296.0015,39.9775,4038.0671,0.005,0.032,0.073,0.780,0.106,0.005,8
20260223-8f3254f7,20260222-43087b1b,22157,222,698.35,0.0800,224.7251,1.00,0.000075,SnakeCollision,4,45,238.3676,1841.9457,45.7925,6690.2695,0.009,0.036,0.113,0.743,0.086,0.014,8
20260223-8f3254f7,20260222-43087b1b,22158,222,2486.45,0.0800,224.7251,1.00,0.000075,SnakeCollision,4,139,238.3676,1841.9457,45.7925,6690.2695,0.009,0.005,0.140,0.815,0.032,0.000,8
20260223-8f3254f7,20260222-43087b1b,22159,222,1778.37,0.0800,224.7251,1.00,0.000075,SnakeCollision,4,201,238.3676,1841.9457,45.7925,6690.2695,0.014,0.032,0.113,0.730,0.108,0.005,8
20260223-8f3254f7,20260222-43087b1b,22160,217,2171.05,0.0800,224.7251,1.00,0.000075,SnakeCollision,4,155,238.3676,1841.9457,45.7925,6690.2695,0.000,0.032,0.101,0.760,0.106,0.000,8
20260223-8f3254f7,20260222-43087b1b,22161,219,1435.17,0.0800,91.0893,1.00,0.000075,SnakeCollision,4,139,253.7826,1525.3096,33.3809,3846.8059,0.018,0.068,0.073,0.708,0.128,0.005,8
20260223-8f3254f7,20260222-43087b1b,22162,302,4137.04,0.0800,91.0893,1.00,0.000075,SnakeCollision,4,203,253.7826,1525.3096,33.3809,3846.8059,0.017,0.026,0.046,0.874,0.033,0.003,8
20260223-8f3254f7,20260222-43087b1b,22163,2,-48.22,0.0800,94.4993,1.00,0.000075,SnakeCollision,4,0,224.3590,1368.4517,27.2966,3893.9863,0.000,0.000,0.500,0.000,0.500,0.000,8
20260223-8f3254f7,20260222-43087b1b,22164,2,-50.94,0.0800,94.4993,1.00,0.000075,SnakeCollision,4,0,224.3590,1368.4517,27.2966,3893.9863,0.000,0.000,0.000,1.000,0.000,0.000,8
20260223-8f3254f7,20260222-43087b1b,22165,8,-42.97,0.0800,176.2370,1.00,0.000075,SnakeCollision,4,0,212.9053,1303.6700,35.6863,4184.9927,0.000,0.000,0.000,0.250,0.750,0.000,8
20260223-8f3254f7,20260222-43087b1b,22166,10,-30.91,0.0800,134.9687,1.00,0.000075,SnakeCollision,4,0,240.2659,1344.9913,39.2968,5764.3789,0.000,0.000,0.100,0.700,0.200,0.000,7
20260223-8f3254f7,20260222-43087b1b,22167,102,299.88,0.0800,151.6721,1.00,0.000075,SnakeCollision,4,30,203.6084,1846.6112,27.9091,15131.8037,0.000,0.010,0.353,0.520,0.118,0.000,7
20260223-8f3254f7,20260222-43087b1b,22168,104,874.57,0.0800,197.3446,1.00,0.000075,SnakeCollision,4,92,223.3089,1488.5627,31.7850,6739.1948,0.000,0.000,0.048,0.923,0.029,0.000,7
20260223-8f3254f7,20260222-43087b1b,22169,478,2319.25,0.0800,261.0296,1.00,0.000075,SnakeCollision,4,261,208.0602,1147.7603,35.9300,2145.9546,0.008,0.046,0.151,0.713,0.073,0.008,7
20260223-8f3254f7,20260222-43087b1b,22170,167,573.52,0.0800,122.9117,1.00,0.000075,SnakeCollision,4,60,201.2621,1719.3953,36.2844,4760.2148,0.018,0.054,0.192,0.659,0.072,0.006,8
