UID,ParentUID,Episode,Steps,Reward,Epsilon,Loss,Beta,LR,Cause,Stage,Food,QMean,QMax,TDError,GradNorm,ActStraight,ActGentle,ActMedium,ActSharp,ActUturn,ActBoost,NumAgents
20260217-f6da4990,20260217-0d90d21a,6065,712,1114.64,0.0801,5.4090,1.00,0.000150,SnakeCollision,3,200,29.5544,45.1750,5.3734,54.1371,0.087,0.157,0.188,0.277,0.212,0.079,5
20260217-f6da4990,20260217-0d90d21a,6066,23,35.53,0.0801,6.9989,1.00,0.000150,SnakeCollision,3,17,34.3394,91.0105,5.5537,116.4242,0.043,0.130,0.130,0.522,0.174,0.000,5
20260217-f6da4990,20260217-0d90d21a,6067,186,426.77,0.0801,5.7562,1.00,0.000150,SnakeCollision,3,80,30.7926,51.7210,4.6414,122.2210,0.075,0.204,0.177,0.258,0.231,0.054,5
20260217-f6da4990,20260217-0d90d21a,6068,673,1279.96,0.0801,4.7556,1.00,0.000150,SnakeCollision,3,191,35.5050,93.8062,5.8380,82.8103,0.070,0.214,0.186,0.276,0.210,0.045,5
20260217-f6da4990,20260217-0d90d21a,6069,269,466.61,0.0801,3.3087,1.00,0.000150,SnakeCollision,3,87,33.8975,105.4244,4.4585,46.8347,0.100,0.175,0.167,0.375,0.156,0.026,5
20260217-f6da4990,20260217-0d90d21a,6070,35,113.34,0.0801,4.5437,1.00,0.000150,SnakeCollision,3,33,33.4865,70.7096,4.2607,105.8013,0.229,0.429,0.057,0.200,0.057,0.029,5
20260217-f6da4990,20260217-0d90d21a,6071,1812,3720.09,0.0801,14.3306,1.00,0.000150,SnakeCollision,3,493,33.7841,87.5071,4.9273,277.0434,0.070,0.189,0.187,0.315,0.201,0.038,5
20260217-f6da4990,20260217-0d90d21a,6072,272,567.77,0.0801,6.1409,1.00,0.000150,SnakeCollision,3,99,38.7595,87.9653,4.2269,217.7338,0.077,0.213,0.188,0.254,0.239,0.029,5
20260217-f6da4990,20260217-0d90d21a,6073,446,774.21,0.0801,5.3921,1.00,0.000150,SnakeCollision,3,135,33.3148,52.8310,4.5975,113.4103,0.065,0.152,0.130,0.350,0.260,0.043,5
20260217-f6da4990,20260217-0d90d21a,6074,964,1965.73,0.0801,1.4915,1.00,0.000150,SnakeCollision,3,289,36.3278,124.9159,4.2786,38.3293,0.088,0.177,0.161,0.293,0.221,0.060,5
20260217-f6da4990,20260217-0d90d21a,6075,1139,2164.71,0.0801,1.4915,1.00,0.000150,SnakeCollision,3,317,36.3278,124.9159,4.2786,38.3293,0.054,0.198,0.186,0.272,0.237,0.052,5
20260217-f6da4990,20260217-0d90d21a,6076,116,239.22,0.0801,1.7985,1.00,0.000150,SnakeCollision,3,52,33.1564,68.7970,4.9478,31.5944,0.052,0.155,0.121,0.526,0.103,0.043,5
20260217-f6da4990,20260217-0d90d21a,6077,869,1645.36,0.0801,4.3675,1.00,0.000150,SnakeCollision,3,254,37.0096,94.8202,4.7339,90.7778,0.062,0.177,0.162,0.339,0.209,0.049,5
20260217-f6da4990,20260217-0d90d21a,6078,118,264.32,0.0801,3.9352,1.00,0.000150,SnakeCollision,3,59,34.7628,132.0423,5.0873,80.6822,0.068,0.169,0.161,0.339,0.246,0.017,5
20260217-f6da4990,20260217-0d90d21a,6079,119,240.84,0.0801,3.9352,1.00,0.000150,SnakeCollision,3,52,34.7628,132.0423,5.0873,80.6822,0.084,0.092,0.143,0.387,0.235,0.059,5
20260217-f6da4990,20260217-0d90d21a,6080,46,229.70,0.0801,8.5764,1.00,0.000150,SnakeCollision,3,57,33.0994,84.6782,5.3881,215.7832,0.109,0.174,0.130,0.413,0.130,0.043,5
20260217-f6da4990,20260217-0d90d21a,6081,46,241.18,0.0801,3.7463,1.00,0.000150,SnakeCollision,3,57,35.8395,97.7573,4.2549,50.5553,0.087,0.196,0.174,0.304,0.196,0.043,5
20260217-f6da4990,20260217-0d90d21a,6082,8,47.16,0.0801,2.2205,1.00,0.000150,SnakeCollision,3,21,36.3553,105.9956,4.2108,33.9510,0.125,0.000,0.000,0.625,0.000,0.250,4
20260217-f6da4990,20260217-0d90d21a,6083,195,395.17,0.0801,3.5628,1.00,0.000150,SnakeCollision,3,68,35.5587,80.7859,5.1905,42.4420,0.056,0.097,0.236,0.226,0.303,0.082,5
20260217-f6da4990,20260217-0d90d21a,6084,142,260.59,0.0801,3.5628,1.00,0.000150,SnakeCollision,3,52,35.5587,80.7859,5.1905,42.4420,0.049,0.190,0.176,0.437,0.092,0.056,5
20260217-f6da4990,20260217-0d90d21a,6085,593,1171.76,0.0801,8.0777,1.00,0.000150,SnakeCollision,3,190,34.8921,70.2267,5.1976,125.0344,0.084,0.199,0.169,0.334,0.185,0.029,5
20260217-f6da4990,20260217-0d90d21a,6086,281,561.47,0.0801,4.7136,1.00,0.000150,SnakeCollision,3,97,36.4020,81.1915,4.4981,92.7103,0.057,0.221,0.160,0.299,0.203,0.060,5
20260217-f6da4990,20260217-0d90d21a,6087,584,1060.09,0.0801,5.9631,1.00,0.000150,SnakeCollision,3,173,34.3921,55.6243,4.4432,83.6833,0.067,0.185,0.192,0.346,0.164,0.046,5
20260217-f6da4990,20260217-0d90d21a,6088,586,1060.62,0.0801,7.3968,1.00,0.000150,SnakeCollision,3,181,34.0099,95.3367,4.3275,113.3615,0.067,0.183,0.188,0.343,0.177,0.043,5
20260217-f6da4990,20260217-0d90d21a,6089,328,671.92,0.0801,3.0450,1.00,0.000150,SnakeCollision,3,118,33.4089,72.1033,4.1229,68.1144,0.067,0.195,0.155,0.369,0.165,0.049,5
20260217-f6da4990,20260217-0d90d21a,6090,768,1518.32,0.0801,3.9359,1.00,0.000150,SnakeCollision,3,239,35.8043,89.6392,5.3886,65.9258,0.078,0.178,0.177,0.312,0.194,0.060,5
20260217-f6da4990,20260217-0d90d21a,6091,108,192.38,0.0801,4.5203,1.00,0.000150,SnakeCollision,3,45,34.9145,101.7860,5.4306,67.6214,0.111,0.250,0.157,0.315,0.102,0.065,5
20260217-f6da4990,20260217-0d90d21a,6092,478,792.55,0.0801,7.2638,1.00,0.000150,SnakeCollision,3,136,35.2202,112.1167,4.5260,106.9310,0.059,0.211,0.130,0.347,0.201,0.052,5
20260217-f6da4990,20260217-0d90d21a,6093,27,132.48,0.0801,4.6531,1.00,0.000150,SnakeCollision,3,37,35.3483,94.7844,5.0344,75.4522,0.148,0.148,0.111,0.296,0.185,0.111,5
20260217-f6da4990,20260217-0d90d21a,6094,812,1534.69,0.0801,5.1564,1.00,0.000150,SnakeCollision,3,236,35.2919,87.3696,5.3366,87.3032,0.083,0.196,0.137,0.324,0.216,0.046,5
20260217-f6da4990,20260217-0d90d21a,6095,508,934.43,0.0801,4.8973,1.00,0.000150,SnakeCollision,3,163,32.3986,58.3011,4.8231,77.1217,0.051,0.220,0.120,0.352,0.209,0.047,5
20260217-f6da4990,20260217-0d90d21a,6096,61,102.09,0.0801,6.3542,1.00,0.000150,SnakeCollision,3,31,35.0969,95.4983,4.4750,109.4646,0.016,0.230,0.115,0.377,0.197,0.066,4
20260217-f6da4990,20260217-0d90d21a,6097,519,998.14,0.0801,2.7253,1.00,0.000150,SnakeCollision,3,175,32.5655,73.0175,4.4075,60.5497,0.040,0.179,0.114,0.439,0.170,0.058,5
20260217-f6da4990,20260217-0d90d21a,6098,155,296.20,0.0801,2.7253,1.00,0.000150,SnakeCollision,3,63,32.5655,73.0175,4.4075,60.5497,0.058,0.097,0.110,0.490,0.174,0.071,5
20260217-f6da4990,20260217-0d90d21a,6099,413,716.78,0.0801,2.9117,1.00,0.000150,SnakeCollision,3,135,34.6908,71.8278,3.9847,55.2766,0.075,0.145,0.114,0.424,0.189,0.053,5
20260217-f6da4990,20260217-0d90d21a,6100,413,790.20,0.0801,4.7557,1.00,0.000150,SnakeCollision,3,132,34.4318,88.7323,4.0347,100.3114,0.058,0.211,0.133,0.312,0.220,0.065,5
20260217-f6da4990,20260217-0d90d21a,6101,155,323.10,0.0801,1.2401,1.00,0.000150,SnakeCollision,3,70,37.5101,98.3909,4.0425,25.8994,0.084,0.116,0.148,0.355,0.168,0.129,5
20260217-f6da4990,20260217-0d90d21a,6102,598,1071.69,0.0801,2.7314,1.00,0.000150,SnakeCollision,3,178,34.1918,106.4055,3.7142,68.4002,0.059,0.149,0.109,0.383,0.234,0.067,5
20260217-f6da4990,20260217-0d90d21a,6103,694,1426.26,0.0801,6.0403,1.00,0.000150,SnakeCollision,3,202,33.1312,71.6372,4.9743,80.1346,0.068,0.231,0.173,0.274,0.207,0.048,5
20260217-f6da4990,20260217-0d90d21a,6104,32,65.41,0.0801,6.0403,1.00,0.000150,SnakeCollision,3,22,33.1312,71.6372,4.9743,80.1346,0.094,0.312,0.125,0.375,0.094,0.000,5
20260217-f6da4990,20260217-0d90d21a,6105,1364,2711.29,0.0801,4.9124,1.00,0.000150,SnakeCollision,3,390,33.4319,93.0104,4.2017,101.2208,0.051,0.198,0.153,0.348,0.202,0.047,5
20260217-f6da4990,20260217-0d90d21a,6106,845,1528.16,0.0801,7.5660,1.00,0.000150,SnakeCollision,3,247,36.0337,112.2276,5.0015,86.2452,0.063,0.188,0.147,0.373,0.170,0.059,5
20260217-f6da4990,20260217-0d90d21a,6107,1093,2178.17,0.0801,4.5147,1.00,0.000150,SnakeCollision,3,324,33.5554,69.5181,4.6867,73.1594,0.065,0.180,0.177,0.327,0.212,0.039,5
20260217-f6da4990,20260217-0d90d21a,6108,966,1833.53,0.0801,3.6713,1.00,0.000150,SnakeCollision,3,280,35.1172,67.7754,3.6908,60.1373,0.049,0.214,0.134,0.374,0.174,0.056,5
20260217-f6da4990,20260217-0d90d21a,6109,1094,2104.28,0.0801,5.7890,1.00,0.000150,SnakeCollision,3,309,33.5916,77.7065,5.0545,109.4706,0.078,0.176,0.171,0.320,0.212,0.043,5
20260217-f6da4990,20260217-0d90d21a,6110,3,37.72,0.0801,1.9093,1.00,0.000150,SnakeCollision,3,20,35.9463,84.9162,3.7956,41.1183,0.000,0.000,0.000,0.667,0.333,0.000,5
20260217-f6da4990,20260217-0d90d21a,6111,124,245.73,0.0801,4.3646,1.00,0.000150,SnakeCollision,3,50,35.2812,77.5038,6.3648,37.3954,0.032,0.137,0.177,0.347,0.194,0.113,4
20260217-f6da4990,20260217-0d90d21a,6112,152,350.02,0.0801,7.0784,1.00,0.000150,SnakeCollision,3,70,33.2129,48.3610,4.7795,102.8291,0.059,0.211,0.105,0.316,0.257,0.053,5
20260217-f6da4990,20260217-0d90d21a,6113,152,319.81,0.0801,3.4292,1.00,0.000150,SnakeCollision,3,62,35.3465,100.0388,4.9747,55.1285,0.053,0.217,0.250,0.276,0.145,0.059,5
20260217-f6da4990,20260217-0d90d21a,6114,31,70.08,0.0801,6.7655,1.00,0.000150,SnakeCollision,3,24,32.2737,91.1039,5.6733,65.7560,0.065,0.258,0.161,0.226,0.129,0.161,5
20260217-f6da4990,20260217-0d90d21a,6115,1607,3123.02,0.0801,4.0239,1.00,0.000150,SnakeCollision,3,465,34.7852,68.9639,5.8108,49.5017,0.078,0.166,0.142,0.367,0.191,0.056,5
20260217-f6da4990,20260217-0d90d21a,6116,192,335.36,0.0801,4.6488,1.00,0.000150,SnakeCollision,3,66,31.2881,77.9133,4.4893,92.2042,0.083,0.177,0.167,0.302,0.193,0.078,5
20260217-f6da4990,20260217-0d90d21a,6117,197,317.83,0.0801,3.3501,1.00,0.000150,SnakeCollision,3,68,33.2893,64.0081,5.5467,52.2907,0.051,0.096,0.127,0.538,0.142,0.046,5
20260217-f6da4990,20260217-0d90d21a,6118,24,82.13,0.0801,2.9760,1.00,0.000150,SnakeCollision,3,26,34.6212,72.7021,4.5160,43.1366,0.000,0.208,0.083,0.500,0.083,0.125,5
20260217-f6da4990,20260217-0d90d21a,6119,9,36.94,0.0801,3.1623,1.00,0.000150,SnakeCollision,3,20,36.8283,108.3031,4.2024,96.6001,0.333,0.000,0.000,0.222,0.333,0.111,5
20260217-f6da4990,20260217-0d90d21a,6120,178,291.62,0.0801,7.2004,1.00,0.000150,SnakeCollision,3,60,36.3326,92.5681,5.2894,74.9532,0.073,0.197,0.140,0.354,0.152,0.084,5
20260217-f6da4990,20260217-0d90d21a,6121,150,311.91,0.0801,6.4366,1.00,0.000150,SnakeCollision,3,69,33.3554,104.9868,4.4537,65.7626,0.053,0.133,0.080,0.473,0.147,0.113,4
20260217-f6da4990,20260217-0d90d21a,6122,467,857.02,0.0801,6.3351,1.00,0.000150,SnakeCollision,3,137,34.1257,133.7293,5.0771,74.1110,0.056,0.206,0.206,0.285,0.191,0.058,5
20260217-f6da4990,20260217-0d90d21a,6123,239,458.79,0.0801,6.3351,1.00,0.000150,SnakeCollision,3,82,34.1257,133.7293,5.0771,74.1110,0.079,0.151,0.138,0.351,0.192,0.088,5
20260217-f6da4990,20260217-0d90d21a,6124,172,296.96,0.0801,12.9960,1.00,0.000150,SnakeCollision,3,59,35.6799,90.8056,6.9563,171.4680,0.041,0.134,0.180,0.297,0.285,0.064,5
20260217-f6da4990,20260217-0d90d21a,6125,500,968.70,0.0800,2.9527,1.00,0.000150,SnakeCollision,3,165,36.7391,108.4866,4.5603,43.5469,0.060,0.196,0.198,0.304,0.192,0.050,5
20260217-f6da4990,20260217-0d90d21a,6126,794,1485.95,0.0800,2.7096,1.00,0.000150,SnakeCollision,3,234,36.8079,106.2007,3.9280,59.8411,0.069,0.162,0.160,0.344,0.198,0.067,5
20260217-f6da4990,20260217-0d90d21a,6127,934,1903.10,0.0800,6.7301,1.00,0.000150,SnakeCollision,3,282,39.2496,137.9217,5.0773,94.7947,0.063,0.186,0.167,0.303,0.223,0.058,5
20260217-f6da4990,20260217-0d90d21a,6128,69,144.15,0.0800,2.4290,1.00,0.000150,SnakeCollision,3,39,38.4594,107.4881,4.1351,55.1223,0.014,0.072,0.203,0.478,0.217,0.014,5
20260217-f6da4990,20260217-0d90d21a,6129,851,1618.60,0.0800,4.1487,1.00,0.000150,SnakeCollision,3,238,35.5133,108.7043,4.5316,69.8921,0.047,0.194,0.201,0.275,0.231,0.052,5
20260217-f6da4990,20260217-0d90d21a,6130,198,342.47,0.0800,5.4358,1.00,0.000150,SnakeCollision,3,66,38.2767,85.8794,5.3807,144.2948,0.045,0.116,0.152,0.429,0.197,0.061,5
20260217-f6da4990,20260217-0d90d21a,6131,198,283.46,0.0800,6.7364,1.00,0.000150,SnakeCollision,3,59,40.4121,99.5701,4.1823,88.6463,0.061,0.076,0.146,0.470,0.192,0.056,5
20260217-f6da4990,20260217-0d90d21a,6132,52,83.48,0.0800,6.7364,1.00,0.000150,SnakeCollision,3,26,40.4121,99.5701,4.1823,88.6463,0.000,0.154,0.019,0.577,0.173,0.077,5
20260217-f6da4990,20260217-0d90d21a,6133,163,343.17,0.0800,1.0326,1.00,0.000150,SnakeCollision,3,65,31.8949,52.0240,4.8641,24.8969,0.067,0.190,0.123,0.380,0.190,0.049,5
20260217-f6da4990,20260217-0d90d21a,6134,3,18.79,0.0800,5.0030,1.00,0.000150,SnakeCollision,3,16,34.7154,77.6426,4.1880,86.5319,0.000,0.000,0.333,0.333,0.333,0.000,5
20260217-f6da4990,20260217-0d90d21a,6135,52,204.19,0.0800,2.2474,1.00,0.000150,SnakeCollision,3,55,36.0327,88.8455,5.2046,37.1119,0.038,0.077,0.115,0.538,0.154,0.077,5
20260217-f6da4990,20260217-0d90d21a,6136,297,529.97,0.0800,3.7785,1.00,0.000150,SnakeCollision,3,86,32.7925,68.8584,4.1330,76.7056,0.098,0.168,0.152,0.330,0.189,0.064,5
20260217-f6da4990,20260217-0d90d21a,6137,300,509.76,0.0800,6.5753,1.00,0.000150,SnakeCollision,3,95,35.6093,75.3609,4.0584,121.5160,0.067,0.123,0.120,0.453,0.150,0.087,5
20260217-f6da4990,20260217-0d90d21a,6138,249,481.21,0.0800,3.7274,1.00,0.000150,SnakeCollision,3,94,35.1187,110.1418,4.2313,110.9947,0.036,0.161,0.137,0.474,0.145,0.048,5
20260217-f6da4990,20260217-0d90d21a,6139,1206,2435.71,0.0800,2.9622,1.00,0.000150,SnakeCollision,3,349,34.6008,75.2924,4.6839,53.1405,0.054,0.179,0.193,0.327,0.205,0.042,5
20260217-f6da4990,20260217-0d90d21a,6140,5,41.04,0.0800,2.3347,1.00,0.000150,SnakeCollision,3,20,36.3262,87.8525,4.1535,65.0164,0.200,0.200,0.000,0.000,0.400,0.200,5
20260217-f6da4990,20260217-0d90d21a,6141,883,1656.36,0.0800,6.0902,1.00,0.000150,SnakeCollision,3,250,36.8872,71.7958,3.9738,125.6410,0.084,0.177,0.172,0.311,0.221,0.035,5
20260217-f6da4990,20260217-0d90d21a,6142,898,1783.30,0.0800,12.7712,1.00,0.000150,SnakeCollision,3,250,34.0520,65.4976,6.2732,142.8336,0.077,0.140,0.189,0.333,0.223,0.038,5
20260217-f6da4990,20260217-0d90d21a,6143,1243,2237.44,0.0800,9.0039,1.00,0.000150,SnakeCollision,3,348,35.0805,74.8481,4.4692,176.7788,0.069,0.179,0.175,0.338,0.198,0.041,5
20260217-f6da4990,20260217-0d90d21a,6144,46,56.24,0.0800,2.8330,1.00,0.000150,SnakeCollision,3,23,36.2466,85.5820,4.4560,64.6929,0.065,0.196,0.152,0.196,0.261,0.130,5
20260217-f6da4990,20260217-0d90d21a,6145,254,403.33,0.0800,4.8404,1.00,0.000150,SnakeCollision,3,79,36.7366,136.6009,4.0690,127.7519,0.051,0.098,0.165,0.484,0.138,0.063,5
20260217-f6da4990,20260217-0d90d21a,6146,1215,2397.77,0.0800,2.3984,1.00,0.000150,SnakeCollision,3,351,34.3033,69.2102,5.1760,41.9330,0.054,0.195,0.180,0.297,0.232,0.041,5
20260217-f6da4990,20260217-0d90d21a,6147,76,149.74,0.0800,5.4859,1.00,0.000150,SnakeCollision,3,32,34.8678,107.2984,5.5979,115.2957,0.053,0.145,0.132,0.316,0.329,0.026,5
20260217-f6da4990,20260217-0d90d21a,6148,494,1047.28,0.0800,3.8926,1.00,0.000150,SnakeCollision,3,163,34.3316,64.9550,5.3724,48.7089,0.083,0.172,0.168,0.277,0.247,0.053,5
20260217-f6da4990,20260217-0d90d21a,6149,1464,2818.90,0.0800,6.0246,1.00,0.000150,SnakeCollision,3,409,34.6203,91.1690,3.7100,112.1898,0.055,0.189,0.159,0.335,0.210,0.051,5
20260217-f6da4990,20260217-0d90d21a,6150,255,460.03,0.0800,5.2231,1.00,0.000150,SnakeCollision,3,95,35.3285,94.4573,5.7190,75.0690,0.051,0.125,0.102,0.471,0.184,0.067,5
20260217-f6da4990,20260217-0d90d21a,6151,257,520.59,0.0800,5.4828,1.00,0.000150,SnakeCollision,3,95,36.1045,87.4269,5.2069,85.4284,0.035,0.128,0.117,0.432,0.241,0.047,5
20260217-f6da4990,20260217-0d90d21a,6152,33,86.63,0.0800,6.7433,1.00,0.000150,SnakeCollision,3,26,35.3051,73.4558,4.6108,80.9082,0.000,0.303,0.091,0.273,0.303,0.030,4
20260217-f6da4990,20260217-0d90d21a,6153,529,1104.70,0.0800,1.8789,1.00,0.000150,SnakeCollision,3,178,32.9034,56.2680,4.7372,41.4779,0.070,0.144,0.197,0.340,0.198,0.051,4
20260217-f6da4990,20260217-0d90d21a,6154,4,40.60,0.0800,1.8789,1.00,0.000150,SnakeCollision,3,20,32.9034,56.2680,4.7372,41.4779,0.250,0.000,0.000,0.500,0.000,0.250,4
20260217-f6da4990,20260217-0d90d21a,6155,128,228.32,0.0800,6.1939,1.00,0.000150,SnakeCollision,3,52,33.1385,54.9407,5.8818,72.5619,0.078,0.164,0.156,0.250,0.234,0.117,5
20260217-f6da4990,20260217-0d90d21a,6156,130,334.64,0.0800,6.1939,1.00,0.000150,SnakeCollision,3,69,33.1385,54.9407,5.8818,72.5619,0.062,0.085,0.200,0.438,0.192,0.023,5
20260217-f6da4990,20260217-0d90d21a,6157,323,620.70,0.0800,10.3708,1.00,0.000150,SnakeCollision,3,120,34.6558,74.1350,5.0417,188.7979,0.050,0.108,0.161,0.467,0.183,0.031,5
20260217-f6da4990,20260217-0d90d21a,6158,195,363.16,0.0800,4.6737,1.00,0.000150,SnakeCollision,3,70,33.5108,103.2866,3.9612,131.8033,0.056,0.169,0.149,0.369,0.159,0.097,5
20260217-f6da4990,20260217-0d90d21a,6159,196,357.39,0.0800,4.1668,1.00,0.000150,SnakeCollision,3,68,32.4912,60.8481,4.6097,70.9897,0.061,0.179,0.168,0.327,0.184,0.082,5
20260217-f6da4990,20260217-0d90d21a,6160,197,340.67,0.0800,4.1668,1.00,0.000150,SnakeCollision,3,65,32.4912,60.8481,4.6097,70.9897,0.071,0.132,0.178,0.355,0.193,0.071,5
20260217-f6da4990,20260217-0d90d21a,6161,112,268.34,0.0800,9.0861,1.00,0.000150,SnakeCollision,3,63,34.5301,92.2398,5.4655,129.7736,0.027,0.080,0.179,0.527,0.107,0.080,5
20260217-f6da4990,20260217-0d90d21a,6162,113,220.71,0.0800,6.5562,1.00,0.000150,SnakeCollision,3,52,32.8939,60.6435,4.2211,101.7159,0.044,0.053,0.097,0.531,0.195,0.080,5
20260217-f6da4990,20260217-0d90d21a,6163,438,830.50,0.0800,3.7969,1.00,0.000150,SnakeCollision,3,144,31.8882,51.9281,4.3942,61.2243,0.043,0.160,0.155,0.386,0.219,0.037,5
20260217-f6da4990,20260217-0d90d21a,6164,142,342.31,0.0800,3.7343,1.00,0.000150,SnakeCollision,3,76,38.2478,113.4508,5.0227,58.9212,0.049,0.092,0.141,0.401,0.261,0.056,5
20260217-f6da4990,20260217-0d90d21a,6165,29,54.78,0.0800,4.2822,1.00,0.000150,SnakeCollision,3,20,33.6607,57.3428,5.8651,65.5506,0.000,0.241,0.276,0.379,0.103,0.000,5
20260217-f6da4990,20260217-0d90d21a,6166,49,188.23,0.0800,5.4140,1.00,0.000150,SnakeCollision,3,49,34.8693,65.7638,5.5207,91.2371,0.041,0.102,0.327,0.347,0.102,0.082,5
20260217-f6da4990,20260217-0d90d21a,6167,205,372.51,0.0800,9.6039,1.00,0.000150,SnakeCollision,3,74,37.0079,88.7306,5.0872,174.9292,0.059,0.141,0.146,0.405,0.205,0.044,5
20260217-f6da4990,20260217-0d90d21a,6168,185,314.67,0.0800,5.7840,1.00,0.000150,SnakeCollision,3,62,34.3156,80.0326,5.1467,98.6144,0.049,0.168,0.114,0.427,0.157,0.086,5
20260217-f6da4990,20260217-0d90d21a,6169,158,288.22,0.0800,7.3076,1.00,0.000150,SnakeCollision,3,64,35.8031,78.8029,4.9022,135.5249,0.063,0.114,0.133,0.487,0.190,0.013,5
20260217-f6da4990,20260217-0d90d21a,6170,393,781.83,0.0800,4.6291,1.00,0.000150,SnakeCollision,3,145,38.3619,128.8757,5.1536,81.0685,0.046,0.120,0.115,0.552,0.125,0.043,5
20260217-f6da4990,20260217-0d90d21a,6171,149,330.04,0.0800,2.8316,1.00,0.000150,SnakeCollision,3,68,36.1912,98.3507,5.0527,59.7850,0.047,0.161,0.094,0.463,0.201,0.034,5
20260217-f6da4990,20260217-0d90d21a,6172,668,1238.18,0.0800,3.4611,1.00,0.000150,SnakeCollision,3,204,37.1132,107.1372,4.2065,64.9680,0.078,0.133,0.118,0.376,0.234,0.061,5
20260217-f6da4990,20260217-0d90d21a,6173,547,1031.00,0.0800,5.1226,1.00,0.000150,SnakeCollision,3,153,34.3564,73.4042,5.2702,69.1632,0.119,0.168,0.176,0.287,0.194,0.057,5
20260217-f6da4990,20260217-0d90d21a,6174,223,366.92,0.0800,5.5154,1.00,0.000150,SnakeCollision,3,70,35.5390,98.4948,4.2402,95.5588,0.067,0.130,0.148,0.422,0.166,0.067,5
20260217-f6da4990,20260217-0d90d21a,6175,39,152.28,0.0800,5.6457,1.00,0.000150,SnakeCollision,3,40,32.2697,75.8265,6.1365,88.2224,0.154,0.205,0.179,0.282,0.154,0.026,5
20260217-f6da4990,20260217-0d90d21a,6176,383,810.49,0.0800,2.1943,1.00,0.000150,SnakeCollision,3,138,33.1746,78.4643,4.3930,37.6420,0.076,0.167,0.191,0.300,0.209,0.057,5
20260217-f6da4990,20260217-0d90d21a,6177,78,128.39,0.0800,5.8108,1.00,0.000150,SnakeCollision,3,36,32.2335,89.2134,4.9256,73.8501,0.026,0.103,0.141,0.397,0.192,0.141,5
20260217-f6da4990,20260217-0d90d21a,6178,417,726.79,0.0800,7.5253,1.00,0.000150,SnakeCollision,3,125,35.2617,98.4940,4.3769,140.6120,0.067,0.153,0.146,0.372,0.197,0.065,5
20260217-f6da4990,20260217-0d90d21a,6179,618,1309.28,0.0800,4.3702,1.00,0.000150,SnakeCollision,3,194,35.9882,67.5319,3.9096,76.7903,0.074,0.194,0.133,0.299,0.233,0.066,5
20260217-f6da4990,20260217-0d90d21a,6180,265,552.44,0.0800,2.2349,1.00,0.000150,SnakeCollision,3,95,33.3236,57.8660,3.9301,40.1731,0.079,0.147,0.177,0.306,0.226,0.064,5
20260217-f6da4990,20260217-0d90d21a,6181,619,1124.69,0.0800,7.3808,1.00,0.000150,SnakeCollision,3,186,33.5550,75.9607,5.2375,162.8568,0.069,0.152,0.134,0.407,0.174,0.063,5
20260217-f6da4990,20260217-0d90d21a,6182,197,416.12,0.0800,5.7047,1.00,0.000150,SnakeCollision,3,74,31.3926,62.1988,4.2164,99.0419,0.102,0.152,0.142,0.350,0.173,0.081,5
20260217-f6da4990,20260217-0d90d21a,6183,53,113.15,0.0800,7.6410,1.00,0.000150,SnakeCollision,3,29,35.3581,118.5065,5.5383,127.1810,0.019,0.075,0.075,0.660,0.094,0.075,5
20260217-f6da4990,20260217-0d90d21a,6184,406,716.75,0.0800,3.2217,1.00,0.000150,SnakeCollision,3,125,34.3133,75.5695,3.9986,48.8459,0.054,0.158,0.150,0.448,0.128,0.062,5
20260217-f6da4990,20260217-0d90d21a,6185,158,255.92,0.0800,1.3907,1.00,0.000150,SnakeCollision,3,53,37.1619,103.7362,4.8945,22.3312,0.038,0.095,0.234,0.411,0.165,0.057,5
20260217-f6da4990,20260217-0d90d21a,6186,409,780.18,0.0800,1.3907,1.00,0.000150,SnakeCollision,3,136,37.1619,103.7362,4.8945,22.3312,0.046,0.090,0.152,0.533,0.132,0.046,5
20260217-f6da4990,20260217-0d90d21a,6187,100,122.31,0.0800,4.0496,1.00,0.000150,SnakeCollision,3,35,34.5041,87.1837,4.3638,138.7771,0.000,0.000,0.000,0.830,0.170,0.000,5
20260217-f6da4990,20260217-0d90d21a,6188,124,205.01,0.0800,7.5813,1.00,0.000150,SnakeCollision,3,47,33.0177,91.6764,5.1672,98.9818,0.040,0.048,0.194,0.452,0.202,0.065,5
20260217-f6da4990,20260217-0d90d21a,6189,120,160.72,0.0800,8.9897,1.00,0.000150,SnakeCollision,3,46,33.9747,83.4389,6.2592,95.5865,0.133,0.075,0.158,0.417,0.125,0.092,5
20260217-f6da4990,20260217-0d90d21a,6190,1270,2470.18,0.0800,9.9991,1.00,0.000150,SnakeCollision,3,350,38.3513,89.6488,5.0188,179.5337,0.064,0.176,0.153,0.349,0.189,0.070,5
20260217-f6da4990,20260217-0d90d21a,6191,1273,2596.78,0.0800,9.9991,1.00,0.000150,SnakeCollision,3,375,38.3513,89.6488,5.0188,179.5337,0.079,0.178,0.167,0.297,0.219,0.060,5
20260217-f6da4990,20260217-0d90d21a,6192,160,201.38,0.0800,2.9425,1.00,0.000150,SnakeCollision,3,52,35.3364,86.8411,4.6694,56.1212,0.069,0.056,0.306,0.419,0.119,0.031,5
20260217-f6da4990,20260217-0d90d21a,6193,299,564.49,0.0800,3.8672,1.00,0.000150,SnakeCollision,3,104,34.0415,66.4837,3.8676,65.8360,0.033,0.130,0.137,0.462,0.167,0.070,5
